time,gt_x,gt_y,gt_theta,ekf_x,ekf_y,ekf_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,gps_x,gps_y,imu_theta
0.828,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.03009980,0.03009980,0.00047673,0.022125,0.001994,-0.000000
0.854,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.03009980,0.03009980,0.00047673,0.022125,0.001994,-0.000000
0.857,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.03009980,0.03009980,0.00032283,0.022125,0.001994,-0.000000
0.859,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.03009980,0.03009980,0.00032283,0.022125,0.001994,-0.000000
0.861,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.03009980,0.03009980,0.00024404,0.022125,0.001994,-0.000000
0.888,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.04009980,0.04009980,0.00091106,0.022125,0.001994,-0.000000
0.890,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.03009980,0.03009980,0.00024404,0.022125,0.001994,-0.000000
0.897,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.04009980,0.04009980,0.00091106,0.022125,0.001994,-0.000000
0.898,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.04009980,0.04009980,0.00047673,0.022125,0.001994,-0.000000
0.906,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.04009980,0.04009980,0.00047673,0.022125,0.001994,-0.000000
0.907,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.04009980,0.04009980,0.00032283,0.022125,0.001994,-0.000000
0.909,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.04009980,0.04009980,0.00032283,0.022125,0.001994,-0.000000
0.911,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.04009980,0.04009980,0.00024404,0.022125,0.001994,-0.000000
0.917,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.04009980,0.04009980,0.00024404,0.022125,0.001994,-0.000000
0.937,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.05009980,0.05009980,0.00091106,0.022125,0.001994,-0.000000
0.942,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.05009980,0.05009980,0.00091106,0.022125,0.001994,-0.000000
0.945,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.05009980,0.05009980,0.00047673,0.022125,0.001994,-0.000000
0.953,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.05009980,0.05009980,0.00032283,0.022125,0.001994,-0.000000
0.955,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.05009980,0.05009980,0.00047673,0.022125,0.001994,-0.000000
0.985,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.05009980,0.05009980,0.00024404,0.022125,0.001994,-0.000000
0.988,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.05009980,0.05009980,0.00032283,0.022125,0.001994,-0.000000
0.996,-0.000000,0.000000,0.000000,0.003079,0.003310,-0.000000,0.05009980,0.05009980,0.00019617,0.033104,-0.016978,-0.000000
1.000,-0.000000,0.000000,0.000000,-0.028373,0.012372,-0.000000,0.06009980,0.06009980,0.00091168,0.033104,-0.016978,-0.000000
1.015,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.00009983,0.00009983,0.00091168,0.033104,-0.016978,-0.000000
1.018,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.00009980,0.00009980,0.00019617,0.033104,-0.016978,-0.000000
1.022,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.01009980,0.01009980,0.00091068,0.033104,-0.016978,-0.000000
1.038,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.00009983,0.00009983,0.00047690,0.033104,-0.016978,-0.000000
1.040,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.01009980,0.01009980,0.00047663,0.033104,-0.016978,-0.000000
1.042,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.00009983,0.00009983,0.00032291,0.033104,-0.016978,-0.000000
1.044,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.00009983,0.00009983,0.00024409,0.033104,-0.016978,-0.000000
1.056,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.01009980,0.01009980,0.00032278,0.033104,-0.016978,-0.000000
1.069,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.02009980,0.02009980,0.00091168,0.033104,-0.016978,-0.000000
1.078,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.00009983,0.00009983,0.00019620,0.033104,-0.016978,-0.000000
1.084,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.02009980,0.02009980,0.00047690,0.033104,-0.016978,-0.000000
1.105,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.01009983,0.01009983,0.00091068,0.033104,-0.016978,-0.000000
1.108,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.02009980,0.02009980,0.00032291,0.033104,-0.016978,-0.000000
1.110,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.01009983,0.01009983,0.00047663,0.033104,-0.016978,-0.000000
1.116,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.02009980,0.02009980,0.00024409,0.033104,-0.016978,-0.000000
1.128,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.01009983,0.01009983,0.00032278,0.033104,-0.016978,-0.000000
1.145,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.03009980,0.03009980,0.00091106,0.033104,-0.016978,-0.000000
1.147,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.01009983,0.01009983,0.00024402,0.033104,-0.016978,-0.000000
1.177,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.02009983,0.02009983,0.00091106,0.033104,-0.016978,-0.000000
1.181,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.03009980,0.03009980,0.00047673,0.033104,-0.016978,-0.000000
1.186,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.03009980,0.03009980,0.00032283,0.033104,-0.016978,-0.000000
1.198,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.02009983,0.02009983,0.00047673,0.033104,-0.016978,-0.000000
1.218,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.02009983,0.02009983,0.00032283,0.033104,-0.016978,-0.000000
1.219,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.03009980,0.03009980,0.00024404,0.033104,-0.016978,-0.000000
1.228,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.03009980,0.03009980,0.00019617,0.033104,-0.016978,-0.000000
1.255,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.04009980,0.04009980,0.00091068,0.033104,-0.016978,-0.000000
1.260,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.02009983,0.02009983,0.00024404,0.033104,-0.016978,-0.000000
1.276,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.03009983,0.03009983,0.00091106,0.033104,-0.016978,-0.000000
1.286,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.03009983,0.03009983,0.00047673,0.033104,-0.016978,-0.000000
1.296,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.04009980,0.04009980,0.00047663,0.033104,-0.016978,-0.000000
1.300,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.04009980,0.04009980,0.00032278,0.033104,-0.016978,-0.000000
1.302,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.03009983,0.03009983,0.00032283,0.033104,-0.016978,-0.000000
1.303,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.04009980,0.04009980,0.00024402,0.033104,-0.016978,-0.000000
1.308,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.03009983,0.03009983,0.00024404,0.033104,-0.016978,-0.000000
1.312,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.04009983,0.04009983,0.00091106,0.033104,-0.016978,-0.000000
1.314,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.05009980,0.05009980,0.00091106,0.033104,-0.016978,-0.000000
1.329,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.04009983,0.04009983,0.00047673,0.033104,-0.016978,-0.000000
