time,gt_x,gt_y,gt_theta,ekf_x,ekf_y,ekf_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,gps_x,gps_y,imu_theta
1.197,-0.000000,0.000000,0.000000,0.937872,-0.421734,-0.000000,0.05009980,0.05009980,0.00032283,1.167185,-0.740710,-0.000000
1.198,-0.000000,0.000000,0.000000,0.232086,0.343329,-0.000000,0.71068632,0.71068632,0.00238613,1.167185,-0.740710,-0.000000
1.211,-0.000000,0.000000,0.000000,0.937872,-0.421734,-0.000000,0.05009980,0.05009980,0.00024404,0.565699,-1.101495,-0.000000
1.212,-0.000000,0.000000,0.000000,0.232086,0.343329,-0.000000,0.81068632,0.81068632,0.00839708,0.565699,-1.101495,-0.000000
1.213,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.30926024,0.30926024,0.00839708,0.565699,-1.101495,-0.000000
1.213,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.00009980,0.00009980,0.00024404,0.565699,-1.101495,-0.000000
1.218,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.30926024,0.30926024,0.00456435,0.565699,-1.101495,-0.000000
1.223,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.01009980,0.01009980,0.00091106,0.565699,-1.101495,-0.000000
1.229,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.30926024,0.30926024,0.00313392,0.565699,-1.101495,-0.000000
1.230,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.01009980,0.01009980,0.00047673,0.565699,-1.101495,-0.000000
1.235,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.01009980,0.01009980,0.00032283,0.565699,-1.101495,-0.000000
1.240,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.30926024,0.30926024,0.00238613,0.565699,-1.101495,-0.000000
1.249,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.01009980,0.01009980,0.00024404,0.565699,-1.101495,-0.000000
1.250,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.40926024,0.40926024,0.00839708,0.565699,-1.101495,-0.000000
1.261,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.40926024,0.40926024,0.00456435,0.565699,-1.101495,-0.000000
1.264,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.02009980,0.02009980,0.00091106,0.565699,-1.101495,-0.000000
1.268,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.02009980,0.02009980,0.00047673,0.565699,-1.101495,-0.000000
1.269,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.40926024,0.40926024,0.00313392,0.565699,-1.101495,-0.000000
1.280,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.02009980,0.02009980,0.00032283,0.565699,-1.101495,-0.000000
1.281,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.40926024,0.40926024,0.00238613,0.565699,-1.101495,-0.000000
1.285,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.02009980,0.02009980,0.00024404,0.565699,-1.101495,-0.000000
1.286,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.50926024,0.50926024,0.00839708,0.565699,-1.101495,-0.000000
1.299,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.50926024,0.50926024,0.00456435,0.565699,-1.101495,-0.000000
1.300,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.03009980,0.03009980,0.00091106,0.565699,-1.101495,-0.000000
1.306,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.03009980,0.03009980,0.00047673,0.565699,-1.101495,-0.000000
1.307,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.50926024,0.50926024,0.00313392,0.565699,-1.101495,-0.000000
1.320,-0.000000,0.000000,0.000000,0.080793,0.059080,-0.000000,0.50926024,0.50926024,0.00238613,0.565699,-1.101495,-0.000000
1.321,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.03009980,0.03009980,0.00032283,0.565699,-1.101495,-0.000000
1.325,-0.000000,0.000000,0.000000,0.339183,-0.782380,-0.000000,0.03009980,0.03009980,0.00024404,0.565699,-1.101495,-0.000000
